,city,popu_string
856,Большое Мурашкино,5080.0
857,Пильна,6849.0
858,Селты,5204.0
859,Ребриха,8182.0
860,Солнечный,
861,Курумоч,
862,Нововаршавка,6093.0
863,Петровское,13500.0
864,Аскино,
865,Озерки,25359.0
866,Частые,632372.0
867,Нижние Серги,9424.0
868,Шербакуль,6595.0
869,Спасское,442.0
870,Большой Исток,7281.0
871,Гамово,
872,Сокольское,
873,Должанская,95153.0
874,Бисерть,9574.0
875,Покровское,225752.0
876,Теплое,
877,Агроном,
878,Новый Некоуз,3816.0
879,Шиханы,
880,Кунашак,6296.0
881,Приволжье,
882,Бердюжье,
883,Солдато-Александровское,9516.0
884,Павлоградка,7154.0
885,Краснобродский,11715.0
886,Усолье,77989.0
887,Балакирево,9631.0
888,Шипуново,57032.0
889,Мегет,8918.0
890,Нижнебаканская,8277.0
891,Хабары,
892,Полетаево,6500.0
893,Криводановка,10051.0
894,Курлово,6141.0
895,Асекеево,5201.0
896,Краснощеково,4848.0
897,Кукуштан,5305.0
898,Салаир,7589.0
899,Пречистое,4692.0
900,Чернышковский,5130.0
901,Верхние Киги,6637.0
902,Аромашево,5373.0
903,Мингрельская,5112.0
904,Старотитаровская,12968.0
905,Тугулым,5658.0
906,Баранчинский,9461.0
907,Ташла,815.0
908,Уват,
909,Волово,
910,Орда,
911,Анапская,16107.0
912,Ярково,
913,Знаменск,26934.0
914,Уральский,306549.0
915,Советское,15538.0
916,Архангельская,349742.0
917,Крапивинский,7375.0
918,Мамоново,8056.0
919,Ирбейское,4687.0
920,Инской,12099.0
921,Новолеушковская,6462.0
922,Клетская,5323.0
923,Старая Полтавка,4159.0
924,Трудобеликовский,9393.0
925,Большеустьикинское,7839.0
926,Подстепки,9944.0
927,Ковернино,6869.0
928,Старобалтачево,5598.0
929,Северное,
930,Шелаболиха,
931,Ижморский,4879.0
932,Новодеревянковская,6795.0
933,Александрийская,
934,Елово,83486.0
935,Маслова Пристань,6048.0
936,Новоблагодарное,3263.0
937,Большое Село,3818.0
938,Переясловская,8424.0
939,Краснозерское,9216.0
940,Темиргоевская,7462.0
941,Решетиха,6750.0
942,Межозерный,6976.0
943,Ивановская,1796.0
944,Краснохолмский,8021.0
945,Базарные Матаки,5899.0
946,Сокольники,
947,Любим,5125.0
948,Гремячинск,9000.0
949,Советская,40486.0
950,Усть-Качка,4350.0
951,Родино,
952,Балахта,6490.0
953,Шаркан,6523.0
954,Преображенская,
955,Шолоховский,7588.0
956,Стерлибашево,5930.0
957,Кировская,
958,Ярославская,
959,Курчанская,6600.0
960,Новобатайск,5340.0
961,Каракулино,4724.0
962,Вавож,5721.0
963,Бородинский,
964,Верхнерусское,5276.0
965,Буланаш,12504.0
966,Калманка,3203.0
967,Двуреченск,4935.0
968,Новобелокатай,5961.0
969,Салым,6554.0
970,Белый Яр,165.0
971,Каскара,
972,Небуг,3972.0
973,Репьевка,59123.0
974,Новокорсунская,4945.0
975,Городищи,
976,Отрадное,25421.0
977,Киясово,3200.0
978,Ремонтное,6704.0
979,Рязанская,538962.0
980,Первомайское,
981,Марьинская,15822.0
982,Большая Черниговка,6693.0
983,Григорополисская,8988.0
984,Ачикулак,5936.0
985,Бриньковская,5109.0
986,Дубовское,8544.0
987,Боровиха,7507.0
988,Краснотуранск,5478.0
989,Шентала,6613.0
990,Зилаир,5585.0
991,Вишневогорск,4219.0
992,Новоегорьевское,
993,Сакмара,
994,Куркино,
995,Красное,56758.0
996,Андреево,
997,Латная,7379.0
998,Петровская,
999,Прибрежный,
1000,Усть-Кишерть,4617.0
1001,Уинское,4304.0
1002,Саргатское,8028.0
1003,Красногорское,161525.0
1004,Горьковское,
1005,Верхние Серги,5702.0
1006,Чулым,11270.0
1007,Калужская,30839.0
1008,Большое Сорокино,5317.0
1009,Ильинская,6632.0
1010,Фершампенуаз,4368.0
1011,Ермолаево,
1012,Озинки,8717.0
1013,Кисляковская,5145.0
1014,Юца,9427.0
1015,Супсех,6669.0
1016,Колодезный,
1017,Бохан,
1018,Туринская Слобода,
1019,Терновка,28702.0
1020,Дебёсы,5778.0
1021,Каратузское,7456.0
1022,Южный,32100.0
1023,Большой Улуй,3340.0
1024,Еманжелинка,
1025,Брейтово,3308.0
1026,Безопасное,6598.0
1027,Московский,53417.0
1028,Тоншаево,4581.0
1029,Осиново,5351935.0
1030,Труновское,14927.0
1031,Грачёвка,
1032,Одесское,6148.0
1033,Новотроицкая,95139.0
1034,Персиановский,15754.0
1035,Ливенка,3870.0
1036,Шаля,
1037,Гирей,
1038,Камышла,26444.0
1039,Крутиха,3684.0
1040,Шалинское,3932.0
1041,Кропачево,4531.0
1042,Алзамай,6040.0
1043,Большая Орловка,49674.0
1044,Мелиховская,3593.0
1045,Субханкулово,5598.0
1046,Елховка,85476.0
1047,Зауральский,7525.0
1048,Пономарёвка,
1049,Шварцевский,4780.0
1050,Надежда,
1051,Прасковея,10872.0
1052,Новоукраинское,16858.0
1053,Косиха,
1054,Ивановское,1796.0
1055,Билимбай,6044.0
1056,Агой,2662.0
1057,Никологоры,4977.0
1058,Тевриз,6893.0
1059,Челно-Вершины,5747.0
1060,Калниболотская,5722.0
1061,Ростовка,
1062,Сибирский,77989.0
1063,Стрелица,
1064,Ермекеево,3937.0
1065,Береславка,139.0
1066,Грицовский,5877.0
1067,Межгорье,15861.0
1068,Оконешниково,4825.0
1069,Петра Дубрава,6998.0
1070,Александров Гай,9728.0
1071,Хохол,
1072,Тумботино,6855.0
1073,Новогуровский,3447.0
1074,Красные Ткачи,4235.0
1075,Питерка,5439.0
1076,Яр,13721.0
1077,Адамовка,8749.0
1078,Романовская,
1079,Хворостянка,5161.0
1080,Большая Мурта,7888.0
1081,Лысогорская,11198.0
1082,Идринское,5135.0
1083,Вагай,
1084,Козулька,7833.0
1085,Клявлино,6967.0
1086,Бурмакино,14475.0
1087,Плешаново,
1088,Новый Рогачик,6992.0
1089,Пески,
1090,Зольская,9330.0
1091,Усть-Калманка,6200.0
1092,Тимашево,
1093,Ревякино,315308.0
1094,Елань-Колено,5.0
1095,Красносельский,
1096,Рощинский,10903.0
1097,Солуно-Дмитриевское,3183.0
1098,Новоджерелиевская,5020.0
1099,Бобровский,
1100,Белоярск,
1101,Еланский,10038.0
1102,Кытманово,3798.0
1103,Горный,63214.0
1104,Варнавино,3304.0
1105,Челбасская,6930.0
1106,Юкаменское,3940.0
1107,Фастовецкая,8573.0
1108,Бурла,61272.0
1109,Афонино,143051.0
1110,Казьминское,5676.0
1111,Крутинка,6878.0
1112,Верх-Чебула,4584.0
1113,Красноярка,97366.0
1114,Староалейское,4604.0
1115,Большое Козино,6668.0
1116,Хреновое,4983.0
1117,Усть-Чарышская Пристань,4809.0
1118,Старое Дрожжаное,3210.0
1119,Роза,
1120,Вышестеблиевская,3779.0
1121,Кузедеево,3609.0
1122,Исаклы,4451.0
1123,Покойное,
1124,Рождествено,2129.0
1125,Зудилово,4025.0
1126,Великовечное,6222.0
1127,Мундыбаш,4577.0
1128,Новогорный,6733.0
1129,Незлобная,19746.0
1130,Зональное,507155.0
1131,Бессоновка,3065.0
1132,Жирнов,
1133,Нижняя Омка,4821.0
1134,Бердяуш,5018.0
1135,Кротовка,1617.0
1136,Сенной,5491.0
1137,Стрелецкое,
1138,Юргинское,4546.0
1139,Смышляевка,9193.0
1140,Кочево,3504.0
1141,Дёмино,
1142,Русская Поляна,32562.0
1143,Тисуль,7801.0
1144,Уразово,6931.0
1145,Адагум,2827.0
1146,Ис,
1147,Калинин,420065.0
1148,Дядьковская,4377.0
1149,Залесово,
1150,Оек,3470.0
1151,Угловское,4381.0
1152,Домбаровский,8614.0
1153,Темижбекская,5778.0
1154,Новоуткинск,5360.0
1155,Лобва,
1156,Филимоново,
1157,Звездный,
1158,Романово,
1159,Джигинка,4361.0
1160,Тонкино,4745.0
1161,Боргустанская,3990.0
1162,Московское,
1163,Старолеушковская,5251.0
1164,Алкино-2,5383.0
1165,Лузино,8964.0
1166,Оверята,5109.0
1167,Ладовская Балка,4333.0
1168,Стройкерамика,7682.0
1169,Большой Луг,5366.0
1170,Большие Чапурники,3228.0
1171,Федоровка,
1172,Кагальник,8116.0
1173,Баево,
1174,Юмагузино,65422.0
1175,Киевское,
1176,Целинное,5145.0
1177,Знаменское,26934.0
1178,Мирный,35376.0
1179,Чарышское,318045.0
1180,Кутулик,4870.0
1181,Углянец,3658.0
1182,Тайтурка,4841.0
1183,Подбельск,3417.0
1184,Приморск,1960.0
1185,Табуны,
1186,Полтавка,
1187,Новичиха,4451.0
1188,Обильное,74758.0
1189,Бекешевская,2958.0
1190,Соколово,37191.0
1191,Георгиевская,67714.0
1192,Шкуринская,4597.0
1193,Девица,
1194,Ясная Поляна,
1195,Мухтолово,4636.0
1196,Константиновский,17317.0
1197,Саратовская,41056.0
1198,Удобная,5314.0
1199,Верх-Нейвинский,4949.0
1200,Сосьва,8249.0
1201,Маркова,
1202,Новониколаевская,
1203,Калтасы,
1204,Хохряки,5076.0
1205,Гривенская,4723.0
1206,Новые Зори,3299.0
1207,Березово,
1208,Кабаково,
1209,Краснокаменск,52811.0
1210,Шепси,
1211,Новощербиновская,6190.0
1212,Цибанобалка,5370.0
1213,Солтон,
1214,Лесная Поляна,
1215,Нижние Вязовые,7944.0
1216,Татарка,6365.0
1217,Николаевка,15391.0
1218,Кирпильская,5179.0
1219,Троицкий,75231.0
1220,Черноисточинск,3814.0
1221,Родниковская,8346.0
1222,Горбатов,
1223,Заплавное,3734.0
1224,Тюбук,2863.0
1225,Авдон,5263.0
1226,Мстера,4153.0
1227,Большой Лог,4336.0
1228,Плотниково,
1229,Сылва,
1230,Глебовка,
1231,Курманаевка,4411.0
1232,Благодатное,3649.0
1233,Тайжина,4812.0
1234,Армизонское,4776.0
1235,Туртас,
1236,Величаевское,5204.0
1237,Качуг,6950.0
1238,Некрасовская,
1239,Грамотеино,12408.0
1240,Беляевка,12047.0
1241,Балахоновское,4443.0
1242,Степное Озеро,6319.0
1243,Николо-Павловское,5042.0
1244,Эдиссия,5756.0
1245,Большая Ирба,4179.0
1246,Ключи,4598.0
1247,Абрау-Дюрсо,3519.0
1248,Ветлужский,8501.0
1249,Хрящевка,3544.0
1250,Еланцы,4027.0
1251,Саянский,38897.0
1252,Успенская,
1253,Тимирязевский,
1254,Налобиха,
1255,Георгиевка,
1256,Монетный,5633.0
1257,Ачит,4901.0
1258,Цементный,
1259,Дубовый Умет,3389.0
1260,Мелехово,1796.0
1261,Абрамовка,
1262,Барсуковская,4712.0
1263,Агинское,17943.0
1264,Ждановский,
1265,Лихой,
1266,Сростки,2769.0
1267,Мальчевская,3431.0
1268,Посевная,
1269,Старомарьевка,
1270,Малиновое Озеро,3090.0
1271,Серноводск,11980.0
1272,Пижма,
1273,Дмитриевское,6619.0
1274,Сандата,3658.0
1275,Зайково,4344.0
1276,Новомалороссийская,5778.0
1277,Сокур,
1278,Тельма,
1279,Малышева,
1280,Новонукутский,3408.0
1281,Юровка,3537.0
1282,Железнодорожный,
1283,Бутка,3077.0
1284,Новый Егорлык,3261.0
1285,Червишево,
1286,Ахтанизовская,3254.0
1287,Приморка,
1288,Аксаково,8042.0
1289,Кедровка,
1290,Солонешное,4349.0
1291,Столбище,4018.0
1292,Краснокумское,17451.0
1293,Затеречный,7602.0
1294,Константиновская,17317.0
1295,Каргат,9519.0
1296,Новолабинская,3237.0
1297,Зюкайка,3984.0
1298,Маслянино,12807.0
1299,Свободный,53678.0
1300,Юганец,2735.0
1301,Каясула,5004.0
1302,Новая Заимка,4143.0
1303,Нижний Ингаш,7087.0
1304,Бавлены,2698.0
1305,Большая Атня,3536.0
1306,Новорождественская,6505.0
1307,Бродокалмак,3046.0
1308,Новый Городок,29424.0
1309,Мечетинская,6576.0
1310,Дорогино,225.0
1311,Култук,
1312,Кудряшовский,4559.0
1313,Гремячье,235.0
1314,Балаганск,3909.0
1315,Спокойная,5458.0
1316,Всеволодо-Вильва,2453.0
1317,Птичье,
1318,Новозаведенное,5057.0
1319,Усть-Тарка,3819.0
1320,Роговская,
1321,Новоаганск,9658.0
1322,Дружинино,
1323,Бершеть,3308.0
1324,Зирган,4125.0
1325,Виноградный,
1326,Комсомольский,248254.0
1327,Горный Щит,6299.0
1328,Коноково,7956.0
1329,Горноуральский,3421.0
1330,Новоплатнировская,3369.0
1331,Приупский,1108.0
1332,Быстрый Исток,3460.0
1333,Кривянская,10423.0
1334,Барсуки,
1335,Ясногорский,15741.0
1336,Петрокаменское,3401.0
1337,Старая Станица,7102.0
1338,Довольное,6774.0
1339,Дракино,
1340,Сентябрьский,920.0
1341,Обшаровка,5667.0
1342,Толмачево,
1343,Атиг,3162.0
1344,Трудармейский,4769.0
1345,Развильное,
1346,Венгерово,6928.0
1347,Соломенское,2415.0
1348,Средний,
1349,Новолуговое,
1350,Карагайлинский,4245.0
1351,Новая Игирма,9496.0
1352,Подгорный,
1353,Кедровый,2034.0
1354,Панкрушиха,4941.0
1355,Товарковский,7651.0
1356,Константиновское,17317.0
1357,Гофицкое,4926.0
1358,Нижний Кисляй,3340.0
1359,Верхняя Синячиха,9734.0
1360,Александровская,741717.0
1361,Межевой,
1362,Волга,
1363,Подгородняя Покровка,
1364,Нины,4121.0
1365,Павловский,24858.0
1366,Старосубхангулово,4609.0
1367,Переправная,3261.0
1368,Воля,
1369,Новочернореченский,3823.0
1370,Высоцкое,
1371,Верх-Тула,6020.0
1372,Староуткинск,3055.0
1373,Преградное,2940.0
1374,Ясенская,4751.0
1375,Семилетка,
1376,Усть-Ишим,4802.0
1377,Дуван,
1378,Талинка,3559.0
1379,Баговская,1272.0
1380,Ельцовка,605.0
1381,Попутная,5809.0
1382,Большие Салы,3483.0
1383,Улькан,4902.0
1384,Барышево,
1385,Зыково,
1386,Горноправдинск,4844.0
1387,Таежный,
1388,Чермоз,3519.0
1389,Красюковская,4240.0
1390,Коржевский,
1391,Саваслейка,2686.0
1392,Шедок,2883.0
1393,Чистоозерное,5628.0
1394,Тюхтет,
1395,Веселое,4140.0
1396,Айша,
1397,Черемное,
1398,Перелешино,3964.0
1399,Петропавловская,
1400,Григорьевская,1295.0
1401,Линда,
1402,Тирлянский,4062.0
1403,Копанская,3965.0
1404,Терновская,28702.0
1405,Канеловская,4305.0
1406,Средний Икорец,4946.0
1407,Новый Буян,
1408,Скородное,
1409,Суроватиха,
1410,Новоселово,5691.0
1411,Седельниково,1965.0
1412,Верхнебаканский,6773.0
1413,Нижняя Мактама,10091.0
1414,Андрюки,2779.0
1415,Майкор,2993.0
1416,Усть-Уда,5144.0
1417,Бесскорбная,5892.0
1418,Левиха,4601.0
1419,Стрелка,
1420,Локомотивный,8518.0
1421,Юсьва,733.0
1422,Кугульта,5574.0
1423,Киренск,11310.0
1424,Итатский,3228.0
1425,Нижнетроицкий,3805.0
1426,Большие Уки,3968.0
1427,Красная Горка,
1428,Бирюсинск,8477.0
1429,Курья,230006.0
1430,Николо-Березовка,6202.0
1431,Александрия,4984387.0
1432,Кузино,62592.0
1433,Шемордан,5876.0
1434,Красногвардеец,
1435,Подкумок,
1436,Юрты,
1437,Тасеево,8038.0
1438,Подтесово,3928.0
1439,Арья,4783.0
1440,Горняцкий,
1441,Памяти 13 Борцов,3078.0
1442,Юрла,4874.0
1443,Русский Акташ,4249.0
1444,Центральный,
1445,Новоалексеевская,3617.0
1446,Новобессергеневка,3585.0
1447,Стародубское,62495.0
1448,Высокий,
1449,Пешково,
1450,Вознесенская,
1451,Балашейка,2786.0
1452,Щелкун,2938.0
1453,Губская,3221.0
1454,Жигалово,4983.0
1455,Антиповка,
1456,Колосовка,193.0
1457,Новоомский,4946.0
1458,Новоселезнево,3408.0
1459,Сатис,1391.0
1460,Пировское,3046.0
1461,Исеть,
1462,Старопавловская,2936.0
1463,Двубратский,8115.0
1464,Грахово,3130.0
1465,Нагутское,3026.0
1466,Тогул,4225.0
1467,Венцы,3891.0
1468,Новобейсугская,3428.0
1469,Белозерный,4342.0
1470,Туношна,
1471,Нежинский,
1472,Бурлацкое,
1473,Нежинка,5906.0
1474,Прибельский,1120547.0
1475,Фоки,3593.0
1476,Старобачаты,4382.0
1477,Куяново,
1478,Нижний Чир,4038.0
1479,Ленина,
1480,Спиридоновка,
1481,Золотково,2727.0
1482,Бехтеевка,3290.0
1483,Береза,
1484,Подгорная,
1485,Лукино,0.0
1486,Белогорск,
1487,Гражданское,
1488,Отрадо-Ольгинское,3554.0
1489,Чебеньки,
1490,Улу-Теляк,
1491,Шамары,
1492,Байкит,3293.0
1493,Канашево,3246.0
1494,Дзержинское,
1495,Передовая,78631.0
1496,Гайны,4050.0
1497,Чернолесское,5763.0
1498,Пятницкое,
1499,Лог,33689.0
1500,Русское,12506468.0
1501,Николаевская,
1502,Вахтан,4952.0
1503,Горячеводский,36757.0
1504,Владимирская,59328.0
1505,Верх-Катунское,2723.0
1506,Красноярский,1090811.0
1507,Синегорский,5750.0
1508,Унъюган,4255.0
1509,Михайловская,90698.0
1510,Кыштовка,5282.0
1511,Тюменцево,5255.0
1512,Этока,2854.0
1513,Большегривское,3465.0
1514,Партизанское,37059.0
1515,Темясово,3529.0
1516,Соколовское,
1517,Незамаевская,2744.0
1518,Орлово,
1519,Каз,72481.0
1520,Козловка,9058.0
1521,Горное Лоо,3322.0
1522,Дмитриевка,
1523,Новобирилюссы,4141.0
1524,Татарская Каргала,3800.0
1525,Большая Джалга,3038.0
1526,Чистогорский,4607.0
1527,Батуринская,3264.0
1528,Плеханово,
1529,Спицевка,
1530,Пшехская,5064.0
1531,Луговской,1599.0
1532,Казачинское,3604.0
1533,Ныроб,4914.0
1534,Сухобезводное,6009.0
1535,Новохоперский,6108.0
1536,Дмитриевская,6619.0
1537,Артышта,2780.0
1538,Барсово,5677.0
1539,Тыреть 1-я,3944.0
1540,Ташара,3058.0
1541,Староджерелиевская,2975.0
1542,Новоукраинский,16858.0
1543,Тищенское,3004.0
1544,Выездное,7779.0
1545,Гайдук,
1546,Сумкино,
1547,Галюгаевская,2679.0
1548,Уршельский,3783.0
1549,Мотыгино,5323.0
1550,Приволжский,
1551,Северо-Енисейский,6747.0
1552,Правокумское,10767.0
1553,Кочки,86999.0
1554,Северка,
1555,Свободы,
1556,Мишелевка,5615.0
1557,Тургояк,
1558,Арпачин,1469.0
1559,Мама,
1560,Туруханск,4662.0
1561,Майкопское,4106.0
1562,Канглы,
1563,Новосинеглазовский,
1564,Сомово,
1565,Землянск,3043.0
1566,Чекалин,941.0
1567,Отказное,
1568,Верхняя Тишанка,3250.0
1569,Иргаклы,
1570,Орловка,
1571,Верх-Ирмень,3123.0
1572,Брусянский,3513.0
1573,Здвинск,5402.0
1574,Инзер,
1575,Летник,
1576,Станционно-Ояшинский,4893.0
1577,Локосово,2367.0
1578,Убинское,
1579,Углеуральский,9109.0
1580,Новая Таволжанка,5324.0
1581,Грушевская,
1582,Махнево,3089.0
1583,Раздольная,
1584,Гидроторф,
1585,Пожва,3131.0
1586,Отрадо-Кубанское,3789.0
1587,Упорная,3036.0
1588,Красный Коммунар,4.0
1589,Синявское,
1590,Курьи,4810.0
1591,Иловка,38447.0
1592,Краснохолм,5806.0
1593,Ахтарский,32048.0
1594,Кваркено,
1595,Пелым,
1596,Черноерковская,3416.0
1597,Темиртау,179194.0
1598,Садовый,
1599,Новобирюсинский,4463.0
1600,Маньково-Калитвенское,3739.0
1601,Нижний Мамон,3564.0
1602,Никольское,21888.0
1603,Рудногорск,3198.0
1604,Чунояр,2957.0
1605,Кильмезь,
1606,Память Парижской Коммуны,3761.0
1607,Мортка,3506.0
1608,Быстрогорский,3578.0
1609,Виля,3613.0
1610,Высокое,5164.0
1611,Савинка,
1612,Пашия,3606.0
1613,Колтубановский,5.0
1614,Роговатое,3001.0
1615,Керчевский,2500.0
1616,Темижбекский,3866.0
1617,Березовый,
1618,Ломинцевский,2228.0
1619,Засосна,78.0
1620,Калья,
1621,Теплая Гора,2884.0
1622,Круглолесское,2955.0
1623,Гусевский,55421.0
1624,Лебяжье,4346.0
1625,Сотниковское,4203.0
1626,Орел-Изумруд,5726.0
1627,Уфимский,
1628,Левокумка,6715.0
1629,Бетьки,
1630,Хатанга,2645.0
1631,Ковалевское,
1632,Черемухово,73.0
1633,Сява,
1634,Кама,
1635,Восточный,
1636,Заветный,5254.0
1637,Мартюш,3815.0
1638,Перелешинский,2663.0
1639,Анджиевский,6312.0
1640,Исток,
1641,Сухая Буйвола,
1642,Буревестник,
1643,Магистральный,6286.0
1644,Пирогово,
1645,Новоильинский,
1646,Заводоуспенское,1285.0
1647,Нижняя Пойма,8100.0
1648,Игарка,4754.0
1649,Парковый,
1650,Прикубанский,
1651,Кошурниково,3232.0
1652,Садовое,
1653,Онохино,
1654,Тинской,3362.0
1655,Гари,
1656,Огаревка,2793.0
1657,Бешпагир,4041.0
1658,Дружба,
1659,Ишня,
1660,Придонский,
1661,Красногвардейский,7205.0
1662,Марковский,83486.0
1663,Матмасы,
1664,Бор,
1665,Озерск,
1666,Куйбышев,
1667,Красный Яр,
1668,Суворовская,
1669,Бакалы,
1670,Веселый,
1671,Ольховка,
1672,Бутурлино,
1673,Лобаново,
1674,Вад,
1675,Ильинский,
1676,Васильково,
1677,Байкалово,
1678,Дубовое,
1679,Илек,
1680,Давыдовка,
1681,Сива,
1682,Красноармейское,
1683,Энергетик,
1684,Панино,
1685,Каширское,
1686,Матвеевка,
1687,Зеленогорский,
1688,Чик,
1689,Волчиха,
1690,Раевская,
1691,Мишкино,
1692,Привольное,
1693,Воробьевка,
1694,Куйбышево,
1695,Привольная,
1696,Малиновка,
1697,Петропавловка,
1698,Александровка,
1699,Пригородный,
1700,Комсомолец,
1701,Павловка,
1702,Троицкая,
1703,Мысхако,
1704,Урожайное,
1705,Екатериновка,
1706,Митрофановка,
1707,Баган,
1708,Магнитка,
1709,Атаманская,
1710,Осинки,
1711,Успенка,
1712,Чаны,
1713,Дубки,
1714,Чернуха,
1715,Головино,
1716,Новый,
1717,Антипино,
1718,Сарс,
1719,Лесогорск,
1720,Подгорное,
1721,Краснооктябрьский,
1722,Лосево,
1723,Красноармейский,
1724,Гремячево,
1725,Совхозный,
1726,Овсянка,
1727,Хрущево,
1728,Шабры,
1729,Бобровка,
1730,Лямино,
1731,Алексеевск,
1732,Воронцовка,
